Section ID,Codigo Curso,Tipo Sesion,Liga,Ciclo,Profesor ID,Aula ID,Franjas Horarias,Alumnos Proyectados
1619,ISIA101,T,2,3,360,81,"3,4",40
1621,ISIA101,P,2,3,360,79,"19,20,21",40
1620,ISIA101,P,1,3,360,90,"71,72,73",40
1814,ISIA129,P,1,10,361,74,"17,18,19,20",20
1815,ISIA129,L,1,10,361,60,"86,87,88,89",20
1582,HUMA1181,T,3,2,362,87,"1,2",60
1581,HUMA1181,T,2,2,362,87,"26,27",60
1585,HUMA1181,P,3,2,362,77,"31,32",60
1580,HUMA1181,T,1,2,362,93,"82,83",60
1584,HUMA1181,P,2,2,362,89,"84,85",60
1583,HUMA1181,P,1,2,362,88,"95,96",60
1587,CIEN768,T,2,2,363,89,"1,2",58
1591,CIEN768,P,2,2,363,89,"3,4,5,6",58
1586,CIEN768,T,1,2,363,92,"26,27",58
1588,CIEN768,T,3,2,363,86,"29,30",58
1592,CIEN768,P,3,2,363,87,"65,66,67,68",58
1589,CIEN768,T,4,2,363,93,"69,70",58
1593,CIEN768,P,4,2,363,86,"72,73,74,75",58
1590,CIEN768,P,1,2,363,93,"85,86,87,88",58
1629,CIEN769,T,1,3,364,90,"6,7",55
1630,CIEN769,P,1,3,364,91,"86,87,88,89",55
1631,CIEN769,L,1,3,364,65,"90,91,92,93",28
1682,HUMA1183,T,1,4,365,93,17,60
1683,HUMA1183,P,1,4,365,78,"21,22",60
1844,HUMA1183,T,2,4,365,89,26,60
1845,HUMA1183,P,2,4,365,90,"30,31",60
1786,ISIA118,T,1,8,366,84,"18,19",30
1787,ISIA118,P,1,8,366,93,"24,25",30
1568,HUMA900,T,2,1,368,86,11,40
1567,HUMA900,T,1,1,368,86,15,40
1570,HUMA900,P,2,1,368,93,"26,27",40
1569,HUMA900,P,1,1,368,87,"49,50",40
1555,CIEN753,T,1,1,372,90,"2,3",40
1556,CIEN753,T,2,1,372,91,"5,6",40
1572,CIEN754,T,2,2,372,92,"13,14",53
1557,CIEN753,P,1,1,372,90,"25,26,27,28",40
1558,CIEN753,P,2,1,372,92,"29,30,31,32",40
1573,CIEN754,T,3,2,372,93,"54,55",53
1575,CIEN754,P,2,2,372,91,"70,71,72,73",53
1576,CIEN754,P,3,2,372,86,"82,83,84,85",53
1574,CIEN754,P,1,2,372,90,"89,90,91,92",53
1571,CIEN754,T,1,2,373,92,"2,3",53
1560,HUMA1179,T,2,1,374,91,"1,2",40
1559,HUMA1179,T,1,1,374,86,"17,18",40
1562,HUMA1179,P,2,1,374,88,"22,23,24,25",40
1579,HUMA1180,P,3,2,374,91,"49,50,51,52",60
1577,HUMA1180,P,1,2,374,92,"53,54,55,56",60
1578,HUMA1180,P,2,2,374,86,"87,88,89,90",60
1561,HUMA1179,P,1,1,374,88,"91,92,93,94",40
1730,HUMA1185,T,1,6,375,86,"1,2",50
1731,HUMA1185,T,2,6,375,93,"5,6",50
1733,HUMA1185,P,2,6,375,92,"21,22",50
1732,HUMA1185,P,1,6,375,84,"27,28",50
1642,HUMA1182,T,2,3,376,92,5,27
1641,HUMA1182,T,1,3,376,79,18,27
1645,HUMA1182,P,2,3,376,84,"22,23",27
1644,HUMA1182,P,1,3,376,88,"26,27",27
1643,HUMA1182,T,3,3,376,77,62,26
1646,HUMA1182,P,3,3,376,89,"65,66",26
1816,ISIA131,P,1,10,377,91,"82,83,84,85",20
1817,ISIA131,L,1,10,377,63,"91,92,93,94",20
1543,CIEN752,T,2,1,378,91,"3,4",40
1615,CIEN755,T,2,3,378,92,"6,7",34
1545,CIEN752,P,2,1,378,83,"18,19,20,21",40
1542,CIEN752,T,1,1,378,89,"22,23",40
1617,CIEN755,P,2,3,378,86,"24,25,26,27",34
1544,CIEN752,P,1,1,378,93,"29,30,31,32",40
1614,CIEN755,T,1,3,378,92,"83,84",35
1656,HUMA1184,T,2,4,379,81,"19,20",60
1655,HUMA1184,T,1,4,379,82,"29,30",60
1658,HUMA1184,P,2,4,379,86,"69,70",60
1657,HUMA1184,P,1,4,379,88,"86,87",60
