Section ID,Codigo Curso,Tipo Sesion,Liga,Ciclo,Profesor ID,Aula ID,Franjas Horarias,Alumnos Proyectados
1711,ISIA109,T,2,6,335,73,"66,67",52
1761,ISIA110,T,1,7,336,79,"17,18",33
1763,ISIA110,L,1,7,336,47,"20,21,22,23",18
1708,ICSI521,L,2,5,336,47,"24,25,26,27",17
1765,ISIA110,L,1,7,336,49,"28,29,30,31",18
1709,ICSI521,L,2,5,336,47,"49,50,51,52",17
1764,ISIA110,L,1,7,336,49,"54,55,56,57",18
1649,ICSI673,L,1,4,336,52,"68,69,70,71",18
1762,ISIA110,T,2,7,336,73,"73,74",33
1650,ICSI673,L,1,4,336,50,"75,76,77,78",18
1685,ISIA106,T,2,5,338,73,"17,18",32
1722,ISIA108,T,1,6,338,72,"24,25",50
1724,ISIA108,P,1,6,338,70,"26,27",50
1726,ISIA108,L,1,6,338,66,"29,30",25
1723,ISIA108,T,2,6,338,69,"49,50",50
1684,ISIA106,T,1,5,338,69,"65,66",33
1686,ISIA106,L,1,5,338,64,"67,68",22
1727,ISIA108,L,1,6,338,64,"69,70",25
1688,ISIA106,L,2,5,338,64,"71,72",21
1725,ISIA108,P,2,6,338,72,"74,75",50
1687,ISIA106,L,1,5,338,66,"79,80",22
1779,ICSI546,T,1,8,339,69,17,35
1612,ICSI509,L,3,2,339,48,"20,21,22,23",17
1611,ICSI509,L,3,2,339,49,"24,25,26,27",17
1775,ISIA116,T,1,8,339,93,"30,31",50
-11,ISIA116,L,1,8,339,49,"40,41,42,43",20
1798,ISIA120,T,1,9,339,78,"50,51",55
1776,ISIA116,T,2,8,339,89,"54,55",50
1777,ISIA116,L,1,8,339,66,"60,61,62,63",30
1780,ICSI546,T,2,8,339,73,64,35
1553,ICSI506,L,2,1,339,62,"66,67,68,69",16
1606,ICSI509,L,1,2,339,50,"71,72,73,74",18
1608,ICSI509,L,2,2,339,48,"75,76,77,78",17
1778,ISIA116,L,2,8,339,66,"81,82,83,84",30
1550,ICSI506,L,1,1,339,48,"86,87,88,89",16
1551,ICSI506,L,1,1,339,48,"90,91,92,93",16
1696,ISIA106A,P,1,5,340,73,"27,28",60
1697,ISIA106A,L,1,5,340,64,"40,41",21
1851,ISIA106A,P,2,5,340,69,"45,46",3
1700,CIEN746,T,1,5,340,74,"50,51",33
1702,CIEN746,P,1,5,340,74,"52,53",33
1698,ISIA106A,L,1,5,340,65,"58,59",21
1701,CIEN746,T,2,5,340,75,"63,64",32
1713,ISIA109,L,1,6,340,65,"65,66,67,68",26
1699,ISIA106A,L,2,5,340,65,"69,70",21
1712,ISIA109,L,1,6,340,65,"72,73,74,75",26
1714,ISIA109,L,2,6,340,64,"76,77,78,79",26
1613,ICSI509,L,3,2,341,50,"21,22,23,24",17
1810,ISIA127,P,1,10,341,80,"29,30,31,32",20
1659,ICSI674,T,1,4,341,74,"38,39",60
1661,ICSI674,P,1,4,341,68,"46,47",60
1660,ICSI674,T,2,4,341,75,"51,52",60
1662,ICSI674,P,2,4,341,69,"55,56",60
1811,ISIA127,L,1,10,341,49,"61,62,63,64",20
1607,ICSI509,L,1,2,341,50,"65,66,67,68",17
1605,ICSI509,L,1,2,341,49,"69,70,71,72",18
1609,ICSI509,L,2,2,341,49,"73,74,75,76",17
1837,ISIA125,T,2,10,342,89,"18,19",17
1831,ISIA126,T,2,10,342,74,23,49
1834,ISIA126,P,2,10,342,81,"27,28,29,30",25
1835,ISIA126,P,2,10,342,88,"36,37,38,39",24
1841,ISIA125,P,2,10,342,75,"46,47",17
1789,ISIA117,T,2,8,342,82,"50,51",18
1790,ISIA117,T,3,8,342,77,"66,67",18
1830,ISIA126,T,1,10,342,74,69,50
1793,ISIA117,P,3,8,342,72,"72,73",18
1842,ISIA125,P,3,10,342,69,"74,75",16
1788,ISIA117,T,1,8,342,72,"78,79",19
1822,ISIA132,P,1,10,344,68,"10,11,12,13",20
1825,ISIA124,T,2,10,344,88,31,37
1823,ISIA132,L,1,10,344,47,"34,35,36,37",20
1828,ISIA124,P,2,10,344,80,"50,51,52,53",19
1829,ISIA124,P,2,10,344,71,"54,55,56,57",18
1824,ISIA124,T,1,10,344,74,67,38
1783,ICSI678,T,1,8,344,70,"70,71",60
1826,ISIA124,P,1,10,344,80,"72,73,74,75",19
1827,ISIA124,P,1,10,344,88,"77,78,79,80",19
1647,ICSI673,T,1,4,346,70,"66,67",53
1648,ICSI673,T,2,4,346,68,"72,73",52
1747,ISIA114,L,1,7,349,66,"6,7",29
1749,ISIA114,L,2,7,349,64,"23,24",28
1748,ISIA114,L,1,7,349,65,"49,50",28
1808,ISIA122,P,1,9,349,88,"66,67,68,69",24
1809,ISIA122,P,1,9,349,90,"70,71,72,73",24
1756,ICSI677,T,2,7,350,68,"27,28",42
1760,ICSI677,L,2,7,350,64,"50,51,52,53",21
1759,ICSI677,L,2,7,350,66,"66,67,68,69",21
1755,ICSI677,T,1,7,350,80,"70,71",42
1757,ICSI677,L,1,7,350,66,"73,74,75,76",21
1758,ICSI677,L,1,7,350,64,"85,86,87,88",21
1564,ISIA100,T,2,1,351,73,"20,21",40
1563,ISIA100,T,1,1,351,69,"24,25",40
1566,ISIA100,P,2,1,354,93,"22,23,24,25",40
1565,ISIA100,P,1,1,354,87,"27,28,29,30",40
1674,ISIA103,T,1,4,355,78,"19,20",60
1676,ISIA103,P,1,4,355,70,"24,25",60
1635,ICSI672,P,1,3,355,75,"27,28",43
1675,ISIA103,T,2,4,355,75,"30,31",60
1637,ICSI672,L,1,3,355,64,"47,48",22
1781,ICSI546,P,1,8,355,83,"67,68",35
1782,ICSI546,P,2,8,355,69,"69,70",35
1677,ISIA103,P,2,4,355,84,"82,83",60
1638,ICSI672,L,1,3,355,66,"91,92",21
1636,ICSI672,P,2,3,355,93,"93,94",42
1639,ICSI672,L,2,3,355,64,"95,96",21
1805,ISIA123,T,1,9,356,84,"20,21",42
1806,ISIA123,P,1,9,356,82,"22,23,24,25",21
1750,ISIA113,T,1,7,356,69,"52,53",35
1807,ISIA123,P,1,9,356,93,"57,58,59,60",21
1753,ISIA113,L,1,7,356,47,"61,62",2
1752,ISIA113,L,1,7,356,49,"65,66",2
1751,ISIA113,T,2,7,356,78,"70,71",35
1754,ISIA113,L,2,7,356,53,"75,76",1
1547,ICSI506,T,2,1,357,71,"17,18",40
1549,ICSI506,P,2,1,357,73,"49,50,51,52",40
1546,ICSI506,T,1,1,357,68,"65,66",40
1548,ICSI506,P,1,1,357,73,"81,82,83,84",40
1717,ISIA107,T,2,6,358,69,"3,4",60
1846,ISIA107,T,3,6,358,72,"14,15",30
-3,ISIA107,L,2,6,358,50,"17,18,19,20",15
1847,ISIA107,T,3,6,358,83,"28,29",30
1716,ISIA107,T,1,6,358,90,"31,32",60
-1,ISIA107,L,1,6,358,50,"45,46,47,48",15
-2,ISIA107,L,1,6,358,51,"49,50,51,52",15
1719,ISIA107,L,1,6,358,64,"61,62,63,64",30
-12,ISIA116,L,2,8,358,51,"65,66,67,68",20
1718,ISIA107,L,1,6,358,65,"77,78,79,80",30
-4,ISIA107,L,2,6,358,47,"84,85,86,87",15
1720,ISIA107,L,2,6,358,64,"91,92,93,94",30
1618,ISIA101,T,1,3,360,71,"29,30",40
1619,ISIA101,T,2,3,360,68,"50,51",40
1621,ISIA101,P,2,3,360,75,"54,55,56",40
1620,ISIA101,P,1,3,360,86,"58,59,60",40
1814,ISIA129,P,1,10,361,83,"20,21,22,23",20
1815,ISIA129,L,1,10,361,54,"24,25,26,27",20
1581,HUMA1181,T,2,2,362,70,"19,20",60
1582,HUMA1181,T,3,2,362,74,"31,32",60
1585,HUMA1181,P,3,2,362,71,"58,59",60
1580,HUMA1181,T,1,2,362,70,"75,76",60
1584,HUMA1181,P,2,2,362,73,"79,80",60
1583,HUMA1181,P,1,2,362,71,"85,86",60
1589,CIEN768,T,4,2,363,69,"18,19",58
1587,CIEN768,T,2,2,363,73,"23,24",58
1588,CIEN768,T,3,2,363,69,"28,29",58
1591,CIEN768,P,2,2,363,70,"50,51,52,53",58
1592,CIEN768,P,3,2,363,82,"65,66,67,68",58
1593,CIEN768,P,4,2,363,71,"72,73,74,75",58
1586,CIEN768,T,1,2,363,75,"78,79",58
1590,CIEN768,P,1,2,363,71,"92,93,94,95",58
1629,CIEN769,T,1,3,364,75,"20,21",55
1630,CIEN769,P,1,3,364,72,"50,51,52,53",55
1632,CIEN769,L,1,3,364,64,"54,55,56,57",27
1631,CIEN769,L,1,3,364,65,"61,62,63,64",28
1682,HUMA1183,T,1,4,365,73,65,60
1844,HUMA1183,T,2,4,365,74,66,60
1845,HUMA1183,P,2,4,365,70,"68,69",60
1683,HUMA1183,P,1,4,365,69,"72,73",60
1786,ISIA118,T,1,8,366,77,"22,23",30
1787,ISIA118,P,1,8,366,78,"72,73",30
1567,HUMA900,T,1,1,368,73,32,40
1569,HUMA900,P,1,1,368,77,"50,51",40
1568,HUMA900,T,2,1,368,73,62,40
1570,HUMA900,P,2,1,368,87,"82,83",40
1594,ADMI779,T,1,2,369,70,"17,18",49
1597,ADMI779,T,4,2,369,68,"67,68",48
1595,ADMI779,T,2,2,369,84,"71,72",48
1596,ADMI779,T,3,2,369,68,"75,76",48
1599,ADMI779,P,2,2,369,79,"92,93,94,95",48
1600,ADMI779,P,3,2,370,69,"76,77,78,79",48
1572,CIEN754,T,2,2,372,89,"21,22",53
1571,CIEN754,T,1,2,372,87,"31,32",53
1574,CIEN754,P,1,2,372,89,"50,51,52,53",53
1555,CIEN753,T,1,1,372,71,"69,70",40
1556,CIEN753,T,2,1,372,74,"72,73",40
1557,CIEN753,P,1,1,372,71,"76,77,78,79",40
1558,CIEN753,P,2,1,372,72,"85,86,87,88",40
1576,CIEN754,P,3,2,372,78,"91,92,93,94",53
1575,CIEN754,P,2,2,373,79,"67,68,69,70",53
1573,CIEN754,T,3,2,373,75,"71,72",53
1559,HUMA1179,T,1,1,374,84,"18,19",40
1561,HUMA1179,P,1,1,374,69,"20,21,22,23",40
1577,HUMA1180,P,1,2,374,74,"25,26,27,28",60
1578,HUMA1180,P,2,2,374,89,"29,30,31,32",60
1579,HUMA1180,P,3,2,374,71,"50,51,52,53",60
1560,HUMA1179,T,2,1,374,73,"75,76",40
1730,HUMA1185,T,1,6,375,72,"22,23",50
1731,HUMA1185,T,2,6,375,73,"68,69",50
1733,HUMA1185,P,2,6,375,77,"72,73",50
1732,HUMA1185,P,1,6,375,83,"91,92",50
1643,HUMA1182,T,3,3,376,80,18,26
1641,HUMA1182,T,1,3,376,71,49,27
1646,HUMA1182,P,3,3,376,75,"65,66",26
1642,HUMA1182,T,2,3,376,75,69,27
1644,HUMA1182,P,1,3,376,74,"79,80",27
1645,HUMA1182,P,2,3,376,71,"90,91",27
1816,ISIA131,P,1,10,377,84,"50,51,52,53",20
1817,ISIA131,L,1,10,377,51,"54,55,56,57",20
1615,CIEN755,T,2,3,378,70,"1,2",34
1617,CIEN755,P,2,3,378,68,"18,19,20,21",34
1614,CIEN755,T,1,3,378,75,"24,25",35
1616,CIEN755,P,1,3,378,75,"36,37,38,39",35
1542,CIEN752,T,1,1,378,75,"67,68",40
1544,CIEN752,P,1,1,378,82,"72,73,74,75",40
1543,CIEN752,T,2,1,378,70,"79,80",40
1545,CIEN752,P,2,1,378,73,"92,93,94,95",40
1655,HUMA1184,T,1,4,379,83,"17,18",60
1656,HUMA1184,T,2,4,379,75,"22,23",60
1657,HUMA1184,P,1,4,379,86,"30,31",60
1658,HUMA1184,P,2,4,379,74,"74,75",60
